PERÍODO,EMPRESA,LOCALIDAD,PROVINCIA,INSUMO,"CUPO TOTAL ASIGNADO ","PRODUCCIÓN ","VENTAS TOTALES ","PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.)","PETROBRAS ARGENTINA S.A.","FOX PETROL S.A.","REFINERÍA DEL NORTE S.A.","SHELL ARGENTINA C.A.P.S.A.","YPF S.A.","ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.","OIL COMBUSTIBLES S.A.","TRAFIGURA ARGENTINA S.A.","REFI PAMPA S.A."
2013/11/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2202,"2899,2419456727735","2293,089071383449","791,91","482,75",0,0,0,731,0,"287,42",0,0
2013/11/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6341,"5882,501579279849","6848,894504106127","1604,9","434,93",0,0,"1373,52","3026,67","115,2","293,67",0,0
2013/11/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4697,"5388,553379658875","4506,317119393557","775,49",0,0,0,"911,54","2207,77","110,42","501,1",0,0
2013/11/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1848,"1072,1036007580544","1926,9614655716994",0,0,0,0,0,"1926,96",0,0,0,0
2013/11/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7339,"7891,711939355654","7904,106127605813","1580,9","640,18",0,"996,78","1438,71","2776,34","35,05","436,16",0,0
2013/11/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1841,"1077,7005685407455","1468,0985470625394","890,71",0,0,0,"396,72",0,0,"180,67",0,0
2013/11/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,9908,"8270,953885028428","9807,454200884398","2255,46","719,6",0,0,"1644,03","5188,36",0,0,0,0
2013/11/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1057,"1861,3771320277954","1048,7555274794695",0,0,0,0,"653,57","395,19",0,0,0,0
2013/11/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4404,"4632,293114339861","5137,2836386607705","1394,11",0,0,0,"468,82","2948,72",0,"325,63",0,0
2013/12/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4099,0,"4411,989892608971","431,99",0,0,0,3048,932,0,0,0,0
2013/12/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1061,"1103,5502210991788","1039,2545799115603",0,0,0,0,0,"1039,25",0,0,0,0
2013/12/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1929,"2639,3051168667093","1945,698041692988",0,0,0,0,0,"1945,7",0,0,0,0
2013/12/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2411,"1577,2710044219837","2136,272899557802","745,37","812,13",0,0,0,"291,17",0,"287,61",0,0
2013/12/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6945,"6610,865445356917","6380,543272267846","2143,06","315,77",0,0,"1406,13","2223,56","37,03",255,0,0
2013/12/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5144,"3491,6108654453574","5276,50031585597","1309,01",0,0,0,"904,9","2374,19","146,58","541,82",0,0
2013/12/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2026,0,"2121,2507896399243",0,0,0,0,0,"2121,25",0,0,0,0
2013/12/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8038,"7550,132659507265","7557,195198989261","1202,99","745,75",0,"1013,49","1475,6","2461,36","73,09","584,9",0,0
2013/12/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2016,"2437,1446620341126","2355,0221099178775","1556,54",0,0,0,"399,24",0,0,"399,24",0,0
2013/12/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,10851,"11109,235628553379","10814,200884396716","2273,2","781,76",0,0,"1527,05","6232,19",0,0,0,0
2013/12/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1157,"105,58433354390398","979,0397978521794",0,0,0,0,"581,53","397,51",0,0,0,0
2013/12/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4823,"3751,33291219204","3440,7454200884395","1322,73",0,0,0,"466,96","1396,31",0,"254,74",0,0
2014/01/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5750,0,"5930,991787744789",441,0,0,0,4600,"889,99",0,0,0,0
2014/01/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"1348,3006948831335","1109,3114339861024",0,0,0,0,0,"1109,31",0,0,0,0
2014/01/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"1081,2634238787114","1869,7915350600128",0,0,0,0,0,"1869,79",0,0,0,0
2014/01/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2500,0,"2051,711939355654","563,87","910,66",0,0,0,"287,08",0,"290,11",0,0
2014/01/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"6860,682248894504","6965,685407454202","1384,56","404,08",0,0,"1379,01","3500,92","38,8","258,31",0,0
2014/01/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5333,"7477,422615287429","6016,841440303222","1165,82",0,0,0,"1194,31","2714,28","141,64","800,78",0,0
2014/01/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2100,0,"2179,444093493367",0,0,0,0,0,"2179,44",0,0,0,0
2014/01/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"7605,041061276059","7498,521794061908","1290,87","823,78",0,"1187,91","1879,15","1515,11","34,74","766,96",0,0
2014/01/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"2068,2248894504105","1993,6828806064434","1268,48",0,0,0,"509,16",0,0,"216,05",0,0
2014/01/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11250,"11411,130764371446","11376,159191408717","2832,29","823,9",0,0,"1420,86","6299,1",0,0,0,0
2014/01/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,0,"1262,9564118761846",0,0,0,0,"693,42","569,54",0,0,0,0
2014/01/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5000,"4576,475047378396","4784,459886291851","1434,44",0,0,0,"574,33","2486,54",0,"289,15",0,0
2014/02/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4501,0,"4389,008212255212",371,0,0,0,3097,921,0,0,0,0
2014/02/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"1315,413771320278","1064,4598862918508",0,0,0,0,0,"1064,46",0,0,0,0
2014/02/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"175,00947567909034","1396,639292482628",0,0,0,0,0,"1396,64",0,0,0,0
2014/02/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2300,0,"1684,9905243209098","490,13","623,73",0,0,0,"278,8",0,"292,33",0,0
2014/02/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"6648,57864813645","7124,219835754896","1563,93","406,38",0,0,"1405,53","3489,2",0,"259,18",0,0
2014/02/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5333,"5499,797852179407","5115,729627289956","815,91",0,0,0,"985,26","2516,87","70,67","727,03",0,0
2014/02/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2100,0,"2190,7643714466203",0,0,0,0,0,"2190,76",0,0,0,0
2014/02/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"6069,286165508528","5765,546430827543","641,91","1045,86",0,"901,16","1177,02","1238,67","36,53","724,4",0,0
2014/02/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1978,5217940619077","2001,2634238787114","1307,64",0,0,0,"511,69",0,0,"181,93",0,0
2014/02/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,12750,"12457,132027795325","12693,00063171194","2513,39","1100,49",0,0,"1486,91","7592,2",0,0,0,0
2014/02/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,0,"1160,8717624763108",0,0,0,0,"653,64","507,23",0,0,0,0
2014/02/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5000,"4899,216677195199","4941,781427668983","1669,35",0,0,0,"506,1","2513,64",0,"252,68",0,0
2014/03/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5000,0,"5486,001263423879",568,0,0,0,2958,1960,0,0,0,0
2014/03/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"561,6045483259634","1089,6399241945674",0,0,0,0,0,"1089,64",0,0,0,0
2014/03/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"1083,8281743524954","1504,7378395451674",0,0,0,0,0,"1504,74",0,0,0,0
2014/03/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2300,"1745,4074542008846","1753,834491471889","374,68","624,3",0,0,0,"500,78",0,"254,07",0,0
2014/03/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"7492,608970309539","7266,847757422615","1752,24","402,78",0,0,"1409,21","3446,96",0,"255,65",0,0
2014/03/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",6000,"5417,612128869236","5891,610865445357","816,44",0,0,0,"946,22","3404,04","72,98","651,94",0,0
2014/03/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2500,0,"2446,4434617814277",0,0,0,0,0,"2446,44",0,0,0,0
2014/03/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"6580,593809222994","6857,498420720151","1402,45","792,28",0,"980,92","1469,27","1744,21","35,03","433,33",0,0
2014/03/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2300,"2363,8660770688566","2338,5975994946307","1610,87",0,0,0,"509,16",0,0,"218,57",0,0
2014/03/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11250,"11019,658875552748","10962,76689829438","2042,41","1307,08",0,0,"1370,81","6242,46",0,0,0,0
2014/03/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1500,"103,62602653190145","1493,9102969046116",0,0,0,0,"661,07","832,84",0,0,0,0
2014/03/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5200,"5430,170562223626","5207,984838913456","1673,37",0,0,0,"505,93","2740,19",0,"288,5",0,0
2014/04/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,4257,"6608,97030953885","5324,801010739103","1645,18",0,0,0,"366,75","3274,97","37,9",0,0,0
2014/04/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5000,3740,"5220,998104864182",300,0,0,0,2992,1929,0,0,0,0
2014/04/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"257,877447883765","33,986102337334174",0,0,0,0,0,"33,99",0,0,0,0
2014/04/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"790,3221730890714","764,6241313960835",0,0,0,0,0,"764,62",0,0,0,0
2014/04/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2000,0,"1091,042324699937",407,0,0,0,0,"320,83",0,"363,21",0,0
2014/04/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"7214,137713202779","6564,283006948832","1105,08","403,56",0,0,"1376,45","3422,4",0,"256,79",0,0
2014/04/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",6000,"3142,6531901452936","5114,592545799115","814,69",0,0,0,"981,45","2704,26","35,88","578,31",0,0
2014/04/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1800,0,"1869,5767530006317",0,0,0,0,0,"1869,58",0,0,0,0
2014/04/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"5671,459254579911","5821,31396083386","756,01","798,23",0,"1020,28","1559,07","1293,72","34,78","359,23",0,0
2014/04/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"2060,6443461781428","2066,961465571699","1380,92",0,0,0,"540,75",0,0,"145,29",0,0
2014/04/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11250,"11103,360707517371","11221,26342387871","1897,66","1151,16",0,0,"1527,83","6644,61",0,0,0,0
2014/04/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1300,"2694,428300694883","1636,7277321541378",0,0,0,0,"698,61","938,12",0,0,0,0
2014/04/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5400,"5552,773215413772","5455,123183828174","1404,69",0,0,0,"508,89","3286,84",0,"254,71",0,0
2014/05/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,9936,"10301,970941250791","10184,396715097915","1908,57",0,0,0,"2991,83","5245,43","38,57",0,0,0
2014/05/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",6500,"7239,001895135818","6842,994314592545",297,0,0,0,2984,3562,0,0,0,0
2014/05/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",600,0,"425,8370183196463",0,0,0,0,0,"425,84",0,0,0,0
2014/05/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1200,"229,00821225521162","357,8269109286166",0,0,0,0,0,"357,83",0,0,0,0
2014/05/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2000,"1944,8515476942514","1892,621604548326","452,77","506,23",0,0,0,"502,12",0,"431,5",0,0
2014/05/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"7113,253316487682","7013,240682248894","1530,59","405,09",0,0,"1403,35","3270,03","39,2","364,98",0,0
2014/05/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",3500,"3513,139608338598","3583,2090966519268","388,81",0,0,0,"907,21","1925,89",0,"361,3",0,0
2014/05/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1000,"1038,5596967782692","1024,6873025900188",0,0,0,0,0,"1024,69",0,0,0,0
2014/05/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",6000,"1609,8673404927354","2009,5135818066963","190,43","35,86",0,"641,69","575,52","492,91",0,"73,09",0,0
2014/05/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1586,8603916614024","1655,085281111813","756,79",0,0,0,"504,11",0,0,"394,19",0,0
2014/05/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,11250,"12553,910296904613","11736,184459886294","2196,66","719,2","37,93",0,"1496,96","7285,43",0,0,0,0
2014/05/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,"510,19583070120024","1245,938092229943",0,0,0,0,"649,99","595,94",0,0,0,0
2014/05/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5000,"5063,145925457991","5031,206569804169","1218,19",0,0,0,"507,18","2903,5",0,"402,34",0,0
2014/06/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,7560,"8865,445356917246","7350,170562223626","1087,06",0,0,0,"1484,76","4628,88","76,4","73,06",0,0
2014/06/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4500,"4173,998736576121","4586,999368288061",297,0,0,0,2597,1693,0,0,0,0
2014/06/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",990,0,0,0,0,0,0,0,0,0,0,0,0
2014/06/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1800,"1657,4099810486418","1303,7523689197726",0,0,0,0,0,"1303,75",0,0,0,0
2014/06/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1800,"2905,5085281111815","1786,481364497789","409,64","509,13",0,0,0,"649,31",0,"218,4",0,0
2014/06/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6480,"6495,262160454833","6404,270372710043","1262,82","399,47",0,0,"1406,81","3117,49",0,"217,69",0,0
2014/06/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4799,"5451,471888818699","4342,4131396083385","777,37",0,0,0,"800,34","2331,74",0,"432,96",0,0
2014/06/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1620,"2885,698041692988","1600,56854074542",0,0,0,0,0,"1600,57",0,0,0,0
2014/06/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7499,"8240,277953253317","7495,6159191408715","481,17","841,43",0,"1076,29","1663,22","2961,75",0,"471,75",0,0
2014/06/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,1800,"826,2792166771952","298,1680353758686",0,0,0,0,0,"298,17",0,0,0,0
2014/06/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1880,"1690,4611497157296","1694,2514213518637","974,1",0,0,0,"469,99",0,0,"250,16",0,0
2014/06/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,10124,"11464,15666456096","10120,518003790272","2021,21","1165,56","38,08",0,"1436,27","5459,39",0,0,0,0
2014/06/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1080,"1219,5957043588123","1054,415666456096",0,0,0,0,"548,83","505,58",0,0,0,0
2014/06/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4500,"5083,638660770688","4429,033480732786","985,36",0,0,0,"507,38","2715,33",0,"220,97",0,0
2014/07/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,9063,"8702,463676563488","9207,782691092862","1011,53",0,0,0,"1857,9","6040,98","114,87","182,52",0,0
2014/07/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3374,"551,0044219835755","3426,9867340492738",262,0,0,0,2469,"695,99",0,0,0,0
2014/07/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",397,"506,0012634238787","399,55780164245107",0,0,0,0,0,"399,56",0,0,0,0
2014/07/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1888,"2809,614655716993","1931,497157296273",0,0,0,0,0,"1931,5",0,0,0,0
2014/07/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1985,"3053,6702463676565","2101,629816803538","268,5","251,43",0,0,0,"1331,13",0,"250,56",0,0
2014/07/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4775,"4292,090966519268","4784,0808591282375","801,81","256,47",0,0,"915,24","2557,06",0,"253,47",0,0
2014/07/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4233,"5202,324699936829","4735,287428932407","815,18",0,0,0,"731,92","2686,63",0,"501,57",0,0
2014/07/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1429,"4556,500315855969","1470,271636133923",0,0,0,0,0,"1470,27",0,0,0,0
2014/07/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",6615,"6608,363866077069","6604,207201516108","492,28","514,28",0,"1046,52","1208,3","2943,66",0,"399,17",0,0
2014/07/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,4000,"3562,312065698042","3759,317751105496",0,0,0,0,0,"3759,32",0,0,0,0
2014/07/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1659,"2131,396083385976","1786,481364497789","1243,21",0,0,0,"361,34",0,0,"181,93",0,0
2014/07/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,9973,"12022,299431459254","10037,877447883764",2021,"1170,4","38,17",0,"1220,48","5587,95",0,0,0,0
2014/07/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",807,"1066,6329753632344","838,4459886291851",0,0,0,0,"402,24","436,21",0,0,0,0
2014/07/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,3822,"4612,697409981049","3853,139608338598","1017,15",0,0,0,"401,7","2183,91",0,"250,39",0,0
2014/08/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,8618,"9645,053695514845","8796,601389766267","2050,04",0,0,0,"1478,93","4785,37","115,37","366,89",0,0
2014/08/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3208,"6279,001895135818","3197,005685407454",298,0,0,0,1956,943,0,0,0,0
2014/08/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",856,"1075,6664560960203","875,527479469362",0,0,0,0,0,"875,53",0,0,0,0
2014/08/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1510,"2541,5540113708153","1514,1629816803538",0,0,0,0,0,"1514,16",0,0,0,0
2014/08/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1887,"3188,2880606443464","2148,123815540114","341,98","435,89",0,0,0,"1188,73",0,"181,52",0,0
2014/08/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4302,"5553,758686039167","4434,744156664561","772,68","143,73",0,0,"923,08","2488,31",0,"106,95",0,0
2014/08/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4025,"3949,2608970309543","4024,0555906506634","813,04",0,0,0,"580,69","2164,02",0,"466,3",0,0
2014/08/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1750,"4423,651295009476","1824,2830069488314",0,0,0,0,0,"1824,28",0,0,0,0
2014/08/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",6290,"5389,463044851548","5679,823120656981","586,61","219,58",0,"940,13","1027,14","2400,53",0,"505,84",0,0
2014/08/01,"DIASER S.A.","SAN LUIS","SAN LUIS",MAÍZ,3000,"4602,653190145294","3061,2760581174985",0,0,0,0,0,"3061,28",0,0,0,0
2014/08/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1578,"1420,0884396715098","1513,5818066961465","1006,95",0,0,0,"291,85",0,0,"214,78",0,0
2014/08/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,9246,"10675,84333543904","9234,440934933671","2300,8","1057,74","38,81",0,"1004,75","4832,34",0,0,0,0
2014/08/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",930,"637,321541377132","804,9020846494",0,0,0,0,"514,76","290,14",0,0,0,0
2014/08/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,3397,"3565,9886291850917","3408,7555274794695","1087,78",0,0,0,"402,24","1704,53",0,"214,21",0,0
2014/09/01,"ACA BIO COOPERATIVA LTDA.","VILLA MARÍA",CÓRDOBA,MAÍZ,8266,"7891,345546430828","8390,562223626026","1919,13","293,63",0,0,"1472,27","4005,74","115,54","584,26",0,0
2014/09/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3332,"5815,994946304485","3379,014529374605",298,0,0,0,2251,"830,01",0,0,0,0
2014/09/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",856,"1132,596336070752","870,9286165508529",0,0,0,0,0,"870,93",0,0,0,0
