PERÍODO,EMPRESA,LOCALIDAD,PROVINCIA,INSUMO,"CUPO TOTAL ASIGNADO ","PRODUCCIÓN ","VENTAS TOTALES ","PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.)","PETROBRAS ARGENTINA S.A.","FOX PETROL S.A.","REFINERÍA DEL NORTE S.A.","SHELL ARGENTINA C.A.P.S.A.","YPF S.A.","ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.","OIL COMBUSTIBLES S.A.","TRAFIGURA ARGENTINA S.A.","REFI PAMPA S.A."
2012/12/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4250,"5993,00063171194","5144,005053695515",298,0,0,0,3011,1835,0,0,0,0
2012/12/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",600,"1071,396083385976","622,4636765634871",0,0,0,0,0,"622,46",0,0,0,0
2012/12/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",670,0,"676,2602653190145",0,0,0,0,0,"676,26",0,0,0,0
2012/12/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1200,0,"1267,7447883765003","488,21","779,54",0,0,0,0,0,0,0,0
2012/12/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4657,"4888,439671509791","4988,528111181302","909,18","299,58",0,0,"1530,31","2249,46",0,0,0,0
2012/12/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5333,"4729,008212255212","5453,430195830701","694,87",0,0,0,"692,08","3118,88","136,74","810,86",0,0
2012/12/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1800,0,"1363,348073278585",0,0,0,0,0,"1363,35",0,0,0,0
2012/12/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",5000,"4749,197725837018","5135,944409349337","709,3","148,01",0,"612,16",0,"3111,79",0,"554,69",0,0
2012/12/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"2529,374605180038","2370,183196462413","1524,92",0,0,0,"438,41",0,0,"406,82",0,0
2012/12/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,"1998,4586228679723","1471,295009475679",0,0,0,0,"763,33","707,96",0,0,0,0
2012/12/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4200,"1911,3581806696145",0,0,0,0,0,0,0,0,0,0,0
2013/01/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5200,0,"5678,003790271637",295,0,0,0,3013,2370,0,0,0,0
2013/01/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",600,"605,8370183196462","526,481364497789",0,0,0,0,0,"526,48",0,0,0,0
2013/01/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",670,0,"636,8540745420089",0,0,0,0,0,"636,85",0,0,0,0
2013/01/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1400,0,"1598,534428300695","603,8","994,74",0,0,0,0,0,0,0,0
2013/01/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4000,"4631,800379027164","4831,800379027163","1203,82","184,1",0,0,"1613,66","1830,23",0,0,0,0
2013/01/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5200,"6716,197094125079","5684,24510423247","809,8",0,0,0,"1161,19","3209,78","104,44","399,04",0,0
2013/01/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1800,0,"1828,5281111813013",0,0,0,0,0,"1828,53",0,0,0,0
2013/01/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",5000,"4268,325963360708","4072,2299431459255","591,16","222,75",0,"587,39",0,"2119,71",0,"551,226",0,0
2013/01/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"2693,6197094125077","2598,86291850916","1791,53",0,0,0,"477,57",0,0,"329,75",0,0
2013/01/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",2500,"113,29121920404296","1276,3234365129501",0,0,0,0,"513,51","762,82",0,0,0,0
2013/01/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,6000,"3057,789008212255","3657,574226152874","458,67","402,5",0,0,"515,07","1769,3",0,"512,04",0,0
2013/02/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5200,0,"5616,993051168668",300,0,0,0,3029,2288,0,0,0,0
2013/02/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",600,"471,50979153506","539,7220467466835",0,0,0,0,0,"539,72",0,0,0,0
2013/02/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",670,0,"685,3316487681618",0,0,0,0,0,"685,33",0,0,0,0
2013/02/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",1400,0,"1587,5552747946936","606,86","980,69",0,0,0,0,0,0,0,0
2013/02/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4875,"4267,959570435882","4867,959570435881","834,98","361,34",0,0,"1837,27","1834,37",0,0,0,0
2013/02/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5250,"5042,097283638661","5501,238155401136","771,43",0,0,0,"869,83","2990,15","138,42","731,41",0,0
2013/02/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1800,0,"1758,1806696146557",0,0,0,0,0,"1758,18",0,0,0,0
2013/02/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",5000,"4313,733417561592","4006,8477574226154","228,26","361,73",0,"412,65",0,"2711,04",0,"293,16",0,0
2013/02/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1776,3739734680985","1950,726468730259","1144,66",0,0,0,"510,42",0,0,"295,64",0,0
2013/02/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,0,"1609,0208464939988",0,0,0,0,"588,69","1020,33",0,0,0,0
2013/02/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4500,"3019,1408717624763","3408,843967150979","840,34","850,65",0,0,"508,64","989,45",0,"219,76",0,0
2013/03/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5200,"5693,00063171194","5542,994314592545",226,0,0,0,3001,"2315,99",0,0,0,0
2013/03/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",530,"653,7713202779534","987,3278584965257",0,0,0,0,0,"987,33",0,0,0,0
2013/03/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1200,0,"1306,1023373341757",0,"307,19",0,0,0,"998,91",0,0,0,0
2013/03/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2000,"600,3916614024005","1502,564750473784","677,52","756,11",0,0,0,0,0,"68,93",0,0
2013/03/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4900,"5167,163613392293","5167,163613392293","920,88","148,54",0,0,"1695,64","2104,98",0,"297,12",0,0
2013/03/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5250,"6114,7946936197095","5114,226152874289","776,63",0,0,0,"795,97","3036,01","104,08","401,54",0,0
2013/03/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1800,0,"1804,8262792166772",0,0,0,0,0,"1804,83",0,0,0,0
2013/03/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",4300,"2135,7927984838916","3016,6266582438407","188,91","254,31",0,"758,13",0,"1521,1",0,"294,18",0,0
2013/03/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"2011,3708149084018","1876,184459886292","1147,19",0,0,0,"396,72",0,0,"332,28",0,0
2013/03/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1900,0,"1976,98041692988",0,0,0,0,"740,09","1236,89",0,0,0,0
2013/03/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4200,"4745,799115603285","4692,141503474416","1125,85","977,38",0,0,"508,34","1788,5",0,"292,07",0,0
2013/04/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5200,"7112,0025268477575","5886,999368288061",375,0,0,0,3074,2438,0,0,0,0
2013/04/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"537,1572962728997","1097,334175615919",0,0,0,0,0,"1097,33",0,0,0,0
2013/04/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1500,0,"1106,7593177511055",0,0,0,0,0,"1106,76",0,0,0,0
2013/04/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2600,"2251,623499684144","2123,76500315856","600,45","908,17",0,0,0,"289,73",0,"325,41",0,0
2013/04/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4660,"5508,894504106128","5508,88186986734","890,35","149,32",0,0,"1716,4","2455,84",0,"296,97",0,0
2013/04/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5250,"4151,623499684144","4874,200884396715","778,36",0,0,0,"686,82","2791,6","104,74","512,68",0,0
2013/04/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2000,0,"1537,9658875552748",0,0,0,0,0,"1537,97",0,0,0,0
2013/04/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",3800,"3886,683512318383","3594,1629816803543","190,5","216,31",0,"891,5",0,"1932,05",0,"363,8",0,0
2013/04/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1164,8768161718256","1797,8521794061908","1067,59",0,0,0,"475,05",0,0,"255,21",0,0
2013/04/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1900,"2304,447252053064","1788,3259633607076",0,0,0,0,"812,68","975,64",0,0,0,0
2013/04/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4660,"4839,974731522426","4399,3177511054955","833,47","1003,5",0,0,"509,51","1872,31",0,"180,53",0,0
2013/05/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",5500,"4046,9993682880604","6220,998104864182",339,0,0,0,"3549,99",2332,0,0,0,0
2013/05/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",600,0,"571,5603284902085",0,0,0,0,0,"571,56",0,0,0,0
2013/05/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1500,0,"1221,6045483259634",0,0,0,0,0,"1221,6",0,0,0,0
2013/05/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",3000,"2286,8982943777637","2701,326595072647","1026,41","478,33",0,0,0,"1013,8",0,"182,79",0,0
2013/05/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6500,"7246,506632975363","6766,506632975363","1188,59","294,54",0,0,"1694,58","3337,08",0,"251,71",0,0
2013/05/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5500,"4515,54011370815","5495,502210991787","855,98",0,0,0,"1016,13","2941,05","173,99","508,35",0,0
2013/05/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2000,"1523,8534428300698","2070,524320909665",0,0,0,0,0,"2070,52",0,0,0,0
2013/05/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",5000,"4885,609602021478","4124,396715097915","418,04",0,0,"795,55",0,"2615,01",0,"295,79",0,0
2013/05/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1010,7391029690461","1167,4036639292483","734,05",0,0,0,"288,06",0,0,"145,29",0,0
2013/05/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1900,"1536,626658243841","2007,0120025268477",0,0,0,0,"695,94","1311,07",0,0,0,0
2013/05/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4840,"4779,873657612129","5620,126342387871","1600,85","881,14",0,0,"511,5","2292,23",0,"334,42",0,0
2013/06/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4825,"8081,996209728363","4861,996209728364",301,0,0,0,2859,1702,0,0,0,0
2013/06/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,0,"811,8256475047378",0,0,0,0,0,"811,82",0,0,0,0
2013/06/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1500,"716,9046114971572","494,7062539481996",0,0,0,0,0,"494,71",0,0,0,0
2013/06/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2500,"2230,6759317751107","2353,3291219204043","606,62","1088,19",0,0,0,"512,27",0,"146,25",0,0
2013/06/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"7509,89260897031","7189,89260897031","1238,81","375,68",0,0,"2025,46","3255,2",0,"294,74",0,0
2013/06/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4658,"5704,497789008212","5595,0979153506005","778,08",0,0,0,"1207,81","2990,42","184,47","434,31",0,0
2013/06/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1833,"3861,2760581174985","1997,3468098547064",0,0,0,0,0,"1997,35",0,0,0,0
2013/06/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"5368,09854706254","5470,473783954517","533,59",0,0,"729,51",0,"3654,69",0,"552,67",0,0
2013/06/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1047,3783954516741","1062,5394819962098","698,67",0,0,0,"327,23",0,0,"36,64",0,0
2013/06/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,"1628,957675300063","1146,6708780795957",0,0,0,0,"293,3","853,37",0,0,0,0
2013/06/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4200,"4659,69677826911","4157,650031585597","1097,95","759,34",0,0,"513,47","1492,5",0,"294,39",0,0
2013/07/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4250,"8246,00126342388","4340,985470625395",302,0,0,0,3014,"1024,99",0,0,0,0
2013/07/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"610,9665192672142","519,1535060012635",0,0,0,0,0,"519,15",0,0,0,0
2013/07/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"3466,367656348705","2074,0366392924825",0,0,0,0,0,"2074,04",0,0,0,0
2013/07/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2500,"3107,4289324068227","2361,200252684776","978,43","692,74",0,0,0,"507,49",0,"182,54",0,0
2013/07/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"7304,81364497789","7204,813644977889","1202,15","558,32",0,0,"1841,6","3340,4",0,"262,34",0,0
2013/07/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5333,"6101,996209728363","6218,445988629185","973,05",0,0,0,"1526,97","2989,5","146,58","582,34",0,0
2013/07/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2100,"5117,1572962729","2170,663297536323",0,0,0,0,0,"2170,66",0,0,0,0
2013/07/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"8173,859759949462","8195,022109917878","993,77",0,0,"767,28","1072,8","4807,56",0,"553,62",0,0
2013/07/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"1983,575489576753","1855,969677826911","1128,24",0,0,0,"472,52",0,0,"255,21",0,0
2013/07/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,2000,0,0,0,0,0,0,0,0,0,0,0,0
2013/07/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,"1347,6816171825649","1163,8913455464308",0,0,0,0,"297,4","866,49",0,0,0,0
2013/07/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5000,"5153,682880606443","5799,734680985471","1434,96","974,87",0,0,"1016,39","2117,51",0,"256,01",0,0
2013/08/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",4250,"8626,00126342388","4323,006948831333",302,0,0,0,3148,"873,01",0,0,0,0
2013/08/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1100,"841,996209728364","913,7460518003791",0,0,0,0,0,"913,75",0,0,0,0
2013/08/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",2000,"2945,356917245736","2197,1446620341126",0,0,0,0,0,"2197,14",0,0,0,0
2013/08/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2500,"3131,6740366392924","2266,3171193935564","878,18","724,59",0,0,0,"518,79",0,"144,76",0,0
2013/08/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,7200,"7873,379658875552","7193,379658875553","1199,82","506,23",0,0,1767,"3425,53",0,"294,79",0,0
2013/08/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",5333,"5452,937460518004","5477,056222362603","777,97",0,0,0,"984,57","2992,8","145,57","576,15",0,0
2013/08/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",2100,"4795,957043588124","2174,9842072015163",0,0,0,0,0,"2174,98",0,0,0,0
2013/08/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",8333,"7257,4352495262165","7088,149084017688","1291,56",0,0,"796,39","1783,32","2626,68",0,"590,2",0,0
2013/08/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",2090,"2037,9027163613393","2055,5906506632978","1397,35",0,0,0,"512,95",0,0,"145,29",0,0
2013/08/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,8000,"11021,983575489576","4021,9962097283637",0,0,0,0,"870,61","3151,38",0,0,0,0
2013/08/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1200,"2583,2469993682885","1305,1800379027163",0,0,0,0,"367,37","937,81",0,0,0,0
2013/08/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,5000,"5328,123815540114","5209,311433986102","1258,13","1095,17",0,0,"469,03","2056,6",0,"330,37",0,0
2013/09/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3961,"6912,002526847758","4073,0006317119396",301,0,0,0,2834,938,0,0,0,0
2013/09/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",1025,"1002,0972836386608","955,1737207833228",0,0,0,0,0,"955,17",0,0,0,0
2013/09/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR","1864,49","1736,9172457359443","1861,7561591914086",0,0,0,0,0,"1861,76",0,0,0,0
2013/09/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2330,"2554,5420088439673","1104,687302590019","452,28","542,14",0,0,0,0,0,"110,27",0,0
2013/09/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,6710,"6288,363866077068","6708,363866077069","1231,51","508,76",0,0,"1481,82","3189,73",0,"296,55",0,0
2013/09/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4970,"5717,63739734681","5117,043588123815","777,65",0,0,0,"1019,36","2702,46","145,47","472,1",0,0
2013/09/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1957,"4333,733417561592","2052,507896399242",0,0,0,0,0,"2052,51",0,0,0,0
2013/09/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7766,"7328,6039166140245","7775,2495262160455","1100,11","152,13",0,"756,66","1450,18","3799,68",0,"516,48",0,0
2013/09/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR","1948,49","1958,3070120025268","1900,1895135818068","1252,05",0,0,0,"501,58",0,0,"146,56",0,0
2013/09/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,5300,"3888,881869867341","6013,897662665824","1295,77",0,0,0,"1062,1","3656,03",0,0,0,0
2013/09/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1118,"2620,025268477574","1191,5350600126344",0,0,0,0,"330,65","860,88",0,0,0,0
2013/09/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,4660,"5091,446620341125","4661,238155401137","1370,41","538,21",0,0,"508,28","2021,97",0,"222,38",0,0
2013/10/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3704,8240,"3762,0720151610863","338,07",0,0,0,2739,685,0,0,0,0
2013/10/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",958,"1088,136449778901","1026,8730259001895",0,0,0,0,0,"1026,87",0,0,0,0
2013/10/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1743,"2097,3341756159193","1775,628553379659",0,0,0,0,0,"1775,63",0,0,0,0
2013/10/01,"BIOENERGÍA SANTA ROSA S.A.","LEÓN ROUGES",TUCUMÁN,"CAÑA DE AZÚCAR",2179,"2928,856601389766","2497,2457359444093","602,64","689,73",0,0,0,"918,51",0,"286,37",0,0
2013/10/01,"BIOETANOL RÍO CUARTO S.A.","RÍO CUARTO",CÓRDOBA,MAÍZ,4357,"6630,448515476943","6320,5306380290585","1151,05","446,24",0,0,"1403,93","3031,52",0,"287,78",0,0
2013/10/01,"BIOLEDESMA S.A.",LEDESMA,JUJUY,"CAÑA DE AZÚCAR",4647,"4772,065698041693","4573,5186355022115","776,89",0,0,0,"948,98","2193,22","146,28","508,15",0,0
2013/10/01,"BIOTRINIDAD S.A.","VILLA LA TRINIDAD",TUCUMÁN,"CAÑA DE AZÚCAR",1830,"3993,885028427037","1887,6816171825647",0,0,0,0,0,"1887,68",0,0,0,0
2013/10/01,"COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.","LA FLORIDA",TUCUMÁN,"CAÑA DE AZÚCAR",7261,"7295,767530006317","7416,020214782059","1316,77","478,24",0,"991,33","1224,8","3002,8",0,"402,07",0,0
2013/10/01,"ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.",AGUILARES,TUCUMÁN,"CAÑA DE AZÚCAR",1824,"2131,396083385976","1902,7163613392293",1247,0,0,0,"473,78",0,0,"181,93",0,0
2013/10/01,"PROMAÍZ S.A.","ALEJANDRO ROCA",CÓRDOBA,MAÍZ,8888,"5366,948831332912","8426,38029058749","1487,87","420,93",0,0,"1769,37","4748,2",0,0,0,0
2013/10/01,"RÍO GRANDE ENERGÍA S.A.","LA MENDIETA",JUJUY,"CAÑA DE AZÚCAR",1045,"1565,0031585596969","1096,2728995578018",0,0,0,0,"656,44","439,84",0,0,0,0
2013/10/01,"VICENTÍN S.A.I.C.",AVELLANEDA,"SANTA FE",MAÍZ,6274,"3953,96083385976","4886,178142766898","1095,99",0,0,0,"507,33","2992,34",0,"290,51",0,0
2013/11/01,"ALCONOA S.R.L.","EL TABACAL",SALTA,"CAÑA DE AZÚCAR",3743,"4704,005053695515",3780,299,0,0,0,"2724,01","756,99",0,0,0,0
2013/11/01,"BIO SAN ISIDRO S.A.","CAMPO SANTO",SALTA,"CAÑA DE AZÚCAR",969,"939,4567277321543","887,0246367656349",0,0,0,0,0,"887,02",0,0,0,0
2013/11/01,"BIOENERGÍA LA CORONA S.A.",CONCEPCIÓN,TUCUMÁN,"CAÑA DE AZÚCAR",1761,"2879,0271636133925","1837,0183196462413",0,0,0,0,0,"1837,02",0,0,0,0
